,0,1,2,3,4,5,6,7
0,0.2241196545174115,0.2461687578287485,0.24870429608179662,0.2554010502908777,0.2630776816761679,0.26596614283987347,0.3836471909966194,0.4733680079846117
1,0.2629136510488006,0.28623589437478564,0.2637957558367886,0.22979254212451758,0.23698927539577783,0.23958829631176445,0.3576057769005969,0.3902583764630466
2,0.25631844243118374,0.252108095813029,0.22316483654703326,0.19637316741037542,0.21213579803907912,0.24052707816836014,0.25840864392660784,0.2521425830882196
3,0.24234850313644313,0.25408044397208285,0.25192008262682947,0.2005895936269491,0.21669887989547873,0.24797320338223816,0.18383688236928755,0.1107849660904842
4,0.24027320184283046,0.26258089798375084,0.2550599606197099,0.26142510755320764,0.26839629809449433,0.22129983206924358,0.3245812945750686,0.32730525099162766
5,0.3043376690154906,0.31485029724766694,0.37815806925269074,0.3527167525122261,0.30457175577898554,0.25051987357260247,0.4234440397585191,0.44906018816757143
6,0.23800705252183843,0.2844443932790183,0.325296770954399,0.35584585909637245,0.36783239237595844,0.3281634522407466,0.4880280088630172,0.5272689324287898
7,0.2614038116731243,0.2649369769616161,0.23683576923975963,0.2881940732666876,0.2691661649022472,0.2676652844148991,0.25403172816476793,0.2685869337557227
8,0.25849790685254165,0.32280655558899585,0.28148597969288686,0.31890367564766575,0.35125701179322083,0.34069156365439063,0.47540168551260686,0.47139233604835556
9,0.2491205139829801,0.23959538835346192,0.2530138818962395,0.27154322861909075,0.2757278986879521,0.27132584963906575,0.27885373088237314,0.30867666013374057
10,0.2516617959996035,0.31162718160104713,0.28555471265948557,0.3062750804733132,0.30684917038348175,0.30027781591725694,0.32347670908068127,0.35701179865343957
11,0.21187610386875863,0.2403465274299356,0.21811615232300985,0.21801550064487943,0.20793673152067169,0.21521911255454904,0.27344347106172145,0.37043106264085834
